0,5
3,5
6,5
8,5
11,5
14,5
17,5
26,5
27,5
28,5
29,5
32,5
33,5
40,5
42,5
45,5
46,5
50,5
68,5
72,5
74,5
78,5
79,5
81,5
83,5
85,5
90,5
95,5
97,5
100,5
102,5
111,5
112,5
118,5
120,5
121,5
123,5
127,5
129,5
130,5
137,5
138,5
142,5
143,5
145,5
148,5
150,5
156,5
159,5
160,5
165,5
166,5
167,5
169,5
170,5
172,5
178,5
187,5
188,5
191,5
196,5
199,5
201,5
206,5
211,5
214,5
227,5
234,5
236,5
241,5
243,5
244,5
245,5
252,5
253,5
254,5
255,5
256,5
264,5
265,5
268,5
279,5
288,5
289,5
295,5
297,5
298,5
302,5
305,5
310,5
319,5
320,5
323,5
331,5
332,5
333,5
335,5
337,5
339,5
341,5
348,5
349,5
353,5
355,5
357,5
358,5
360,5
362,5
365,5
369,5
371,5
372,5
373,5
378,5
380,5
383,5
384,5
391,5
393,5
397,5
399,5
401,5
402,5
406,5
414,5
421,5
425,5
428,5
429,5
431,5
438,5
450,5
454,5
460,5
461,5
473,5
478,1
482,1
493,1
495,1
499,1
507,1
510,1
513,1
515,1
523,1
528,1
529,1
539,1
543,1
546,1
547,1
550,1
552,1
555,1
557,1
558,1
560,1
575,1
576,1
580,1
581,1
590,1
596,1
607,1
609,1
613,1
616,1
617,1
625,1
626,1
629,1
632,1
637,1
639,1
642,1
644,1
645,1
652,1
653,1
659,1
670,1
676,1
679,1
685,1
686,1
699,1
700,1
704,1
708,1
710,1
717,1
726,1
738,1
740,1
742,1
759,1
782,1
783,1
791,1
803,1
810,1
816,1
818,1
819,1
822,1
832,1
834,1
839,1
840,1
845,1
846,1
852,1
854,1
855,1
862,1
867,1
869,1
870,1
871,1
889,1
894,1
900,1
906,1
907,2
909,2
914,2
917,2
920,2
923,2
928,2
931,2
937,2
942,2
944,2
945,2
947,2
950,2
957,2
958,2
960,2
963,2
972,2
976,2
978,2
991,2
992,2
999,2
1000,2
1009,2
1010,2
1015,2
1017,2
1028,2
1036,2
1040,2
1043,2
1048,2
1051,2
1055,2
1063,2
1068,2
1069,2
1072,2
1074,2
1075,2
1079,2
1083,2
1093,2
1096,2
1099,2
1104,2
1106,2
1112,2
1119,2
1128,2
1130,2
1133,2
1135,2
1136,2
1140,2
1142,2
1145,2
1151,2
1153,2
1154,2
1162,2
1163,2
1165,2
1166,2
1171,2
1176,2
1180,2
1181,2
1183,2
1194,2
1195,2
1197,2
1200,2
1201,2
1203,2
1205,2
1208,2
1219,2
1221,2
1225,2
1226,2
1228,2
1230,2
1233,2
1236,2
1238,2
1242,2
1243,2
1247,2
1253,2
1263,2
1266,2
1279,2
1280,2
1281,2
1288,2
1289,2
1291,2
