,Ans_1,Ans_2,Ans_3,Ans_4,Ans_5,Ans_6,Ans_7,Ans_8,Ans_9,Ans_10,Ans_11,Ans_12,Ans_13,Ans_14,Ans_15,Ans_16,Ans_17,Ans_18,Ans_19,Ans_20,Ans_21,Ans_22,Ans_23,Ans_24,Ans_25,Ans_26,Ans_27,Ans_28,Ans_29,Ans_30
12071,4.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0
12072,3.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,4.0,3.0,4.0,0.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,4.0,0.0,4.0,3.0
12073,4.0,3.0,4.0,2.0,0.0,3.0,1.0,5.0,2.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0
12074,4.0,3.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,4.0,3.0
12077,4.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,3.0,1.0,3.0,4.0
12080,4.0,4.0,3.0,1.0,0.0,3.0,5.0,5.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,4.0,3.0
12081,4.0,3.0,4.0,1.0,1.0,4.0,3.0,0.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,3.0,3.0
12084,2.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0
12085,4.0,3.0,4.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,3.0
12089,4.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,3.0
