8,0
9,0
12,0
17,0
21,0
24,0
26,0
31,0
41,0
45,0
52,0
57,0
64,0
69,0
71,0
78,0
79,0
90,0
94,0
97,0
104,0
108,0
110,0
118,0
122,0
132,0
140,0
142,0
153,0
154,0
160,0
172,0
174,0
186,0
194,0
203,0
207,0
211,0
220,0
225,0
226,0
242,0
244,0
255,0
257,0
260,0
281,0
282,0
288,0
310,0
317,0
319,0
325,0
338,0
340,0
341,0
350,0
367,0
375,0
380,0
389,0
417,0
418,0
424,0
425,0
429,0
430,0
436,0
457,0
459,0
473,0
478,0
483,0
489,0
492,0
511,0
516,0
518,0
522,0
523,0
530,0
532,0
543,0
550,0
559,0
563,0
564,0
567,0
569,0
572,0
590,0
596,0
600,0
603,0
604,0
606,0
609,0
618,0
622,0
633,0
637,0
643,0
646,0
657,0
658,0
705,0
724,0
725,0
729,0
731,0
734,0
736,0
741,0
748,0
749,0
768,0
771,0
784,0
797,0
798,0
799,0
807,0
808,0
812,0
823,0
830,0
833,0
839,0
855,0
867,0
868,0
874,0
878,0
881,0
904,0
913,0
917,0
918,0
944,0
948,0
951,0
953,0
958,0
960,0
964,0
966,0
972,0
973,0
975,0
993,0
1009,0
1011,0
1020,0
1031,0
1040,0
1046,0
1053,0
1054,0
1073,0
1074,0
1076,0
1080,0
1085,0
1087,0
1112,0
1113,0
1115,0
1123,0
1125,0
1136,0
1138,0
1142,0
1146,0
1148,0
1152,0
1154,0
1159,0
1181,0
1182,0
1188,0
1189,0
1195,0
1203,0
1204,0
1210,0
1222,0
1224,0
1228,0
1229,0
1237,0
1241,0
1245,0
1255,0
1264,0
1270,0
1278,0
1287,0
1296,0
1309,0
1313,0
1314,0
1316,0
1318,0
1320,0
1332,0
1334,0
1335,0
1341,0
1343,0
1355,0
1366,0
1369,0
1370,0
1373,0
1374,0
1380,0
1381,0
1384,0
1385,0
1398,0
1399,0
1402,0
1404,0
1408,0
1426,0
1433,0
1436,0
1450,0
1451,0
1455,0
1464,0
1465,0
1468,0
1470,0
1474,0
1475,0
1487,0
1491,0
1513,0
1514,0
1520,0
1529,0
1532,0
1541,0
1544,0
1545,0
1552,0
1555,0
1562,0
1566,0
1578,0
1593,0
1594,0
1596,0
1597,0
1608,0
1613,0
1623,0
1635,0
1636,0
1639,0
1667,0
1668,0
1674,0
1683,0
1701,0
1704,0
1718,0
1732,0
1740,0
1741,0
1747,0
1751,0
1752,0
1754,0
1758,0
1760,0
1768,0
1771,0
1781,0
1783,0
1785,0
1793,0
1794,0
1796,0
1798,0
1808,0
1815,0
1816,0
1834,0
1836,0
1841,0
1867,0
1869,0
1870,0
1873,0
1879,0
1883,0
1886,0
1889,0
1907,0
1912,0
1920,0
1940,0
1951,0
1960,0
1968,0
1969,0
1971,0
1974,0
1978,0
1981,0
1987,0
1996,0
2005,0
2010,0
2017,0
2020,0
2025,0
2042,0
2055,0
2058,0
2067,0
2089,0
2093,0
2096,0
2099,0
2103,0
2108,0
2110,0
2135,0
2138,0
2150,0
2159,0
2161,0
