,Ans_1,Ans_2,Ans_3,Ans_4,Ans_5,Ans_6,Ans_7,Ans_8,Ans_9,Ans_10,Ans_11,Ans_12,Ans_13,Ans_14,Ans_15,Ans_16,Ans_17,Ans_18,Ans_19,Ans_20,Ans_21,Ans_22,Ans_23,Ans_24,Ans_25,Ans_26,Ans_27,Ans_28,Ans_29,Ans_30
7,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0
9,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0
10,4.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0
12,4.0,4.0,1.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0
18,4.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0
20,4.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0
25,4.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,2.0,0.0
27,4.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0
31,3.0,2.0,4.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,4.0,4.0,3.0
43,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0
44,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0
46,4.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0
51,4.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0
56,4.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0
58,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
59,4.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,4.0
63,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,0.0
65,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
72,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0
74,4.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
77,4.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0
78,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0
80,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0
82,3.0,0.0,2.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
83,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
90,4.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,4.0,4.0,3.0,3.0
96,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0
100,4.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0
103,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0
105,4.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0
106,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,0.0
107,3.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0
111,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0
126,5.0,1.0,3.0,1.0,1.0,3.0,5.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
133,4.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,1.0
150,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0
157,4.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
159,3.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0
161,4.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0
168,3.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0
174,4.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0
180,4.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
184,4.0,3.0,4.0,0.0,2.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0
191,2.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0
197,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0
200,4.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
205,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0
222,4.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0
226,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0
228,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0
230,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0
241,4.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0
247,4.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
248,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0
249,4.0,0.0,4.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0
250,4.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0
251,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,2.0,1.0
252,4.0,3.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0
255,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0
261,4.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0
262,4.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0
264,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0
268,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0
278,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0
280,0.0,1.0,4.0,1.0,0.0,4.0,4.0,3.0,5.0,0.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
293,4.0,4.0,4.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0
299,4.0,3.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,5.0
303,4.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0
304,4.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0
309,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0
311,4.0,2.0,4.0,1.0,1.0,4.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
313,4.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0
315,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0
317,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,4.0,0.0
318,4.0,4.0,4.0,2.0,0.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,2.0,4.0,0.0
326,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0
329,3.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0
332,4.0,3.0,3.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0
333,4.0,4.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,3.0,3.0,4.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0
347,3.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0
351,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0
357,4.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0
358,4.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0
359,4.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
361,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0
363,4.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,4.0,3.0,2.0
373,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0
378,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0
382,4.0,3.0,3.0,3.0,0.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0
384,4.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,0.0,4.0,4.0,1.0
386,4.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0
388,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0
392,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0
393,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0
396,4.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0
402,4.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0
405,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
406,3.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0
409,3.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,2.0,1.0
415,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,0.0,3.0,5.0,2.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0
416,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0
417,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0
422,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0
425,3.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,4.0,0.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0
435,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0
443,3.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,0.0,1.0
446,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
451,4.0,3.0,4.0,0.0,1.0,4.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,1.0
453,4.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0
456,4.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0
460,3.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0
466,4.0,3.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0
467,4.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0
